Pathways	Species	Common-Name	Object ID	Taxonomic-Range	Synonyms
PWY-7317	TAX-714 // TAX-265948 // TAX-511145 // TAX-1072458 // TAX-60894 // TAX-318161 // TAX-1517 // ORG-6194 // ORG-6234	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7317	TAX-2	
PWY-8227	TAX-511145	superpathway of enterobacterial common antigen biosynthesis	PWY-8227	TAX-543	ECA biosynthesis
ERGOSTEROL-SYN-PWY	TAX-4932	superpathway of ergosterol biosynthesis I	ERGOSTEROL-SYN-PWY	TAX-4751	superpathway of ergosterol biosynthesis I (fungi)
PWY-7156	TAX-3055	superpathway of ergosterol biosynthesis II	PWY-7156	TAX-3041	superpathway of ergosterol biosynthesis II (green algae)
PWY-6503	TAX-40602 // TAX-5111	superpathway of ergotamine biosynthesis	PWY-6503	TAX-34397	
PWY-6977	TAX-1836 // TAX-405948	superpathway of erythromycin biosynthesis	PWY-6977	TAX-2	
PWY-6975	TAX-1836 // TAX-405948	superpathway of erythromycin biosynthesis (without sugar biosynthesis)	PWY-6975	TAX-2	
PWY0-881	TAX-511145	superpathway of fatty acid biosynthesis I (E. coli)	PWY0-881	TAX-2	
PWY-5156	TAX-3435 // TAX-3888 // TAX-3708 // ORG-5993	superpathway of fatty acid biosynthesis II (plant)	PWY-5156	TAX-33090	
FASYN-INITIAL-PWY	TAX-511145	superpathway of fatty acid biosynthesis initiation	FASYN-INITIAL-PWY	TAX-33084 // TAX-33208 // TAX-4751 // TAX-2	
PWY-6285	TAX-511145	superpathway of fatty acids biosynthesis (<i>E. coli</i>)	PWY-6285	TAX-2	
PWY4LZ-257	TAX-3055	superpathway of fermentation (<i>Chlamydomonas reinhardtii</i>)	PWY4LZ-257	TAX-33090	pyruvate fermentation (Chlamydomonas overview) // superpathway of fermentation from pyruvate (<i>Chlamydomonas reinhardtii</i>) // pyruvic acid fermentation (Chlamydomonas overview)
PWY-6266	TAX-4081 // TAX-4058 // TAX-36749 // TAX-52518 // TAX-4224 // TAX-4228 // TAX-3879 // TAX-4102 // TAX-3888 // TAX-3893 // TAX-3895 // TAX-3916 // ORG-5993	superpathway of flavones and derivatives biosynthesis	PWY-6266	TAX-33090	
PWY-5717	TAX-3827 // TAX-3879 // TAX-3880 // TAX-57577	superpathway of formononetin derivative biosynthesis	PWY-5717	TAX-3803	
FUC-RHAMCAT-PWY	TAX-511145	superpathway of fucose and rhamnose degradation	FUC-RHAMCAT-PWY	TAX-2	fucose and rhamnose catabolism
PWY-7537	TAX-746128 // TAX-36630	superpathway of fumitremorgin biosynthesis	PWY-7537	TAX-1131492 // TAX-4751	
PWY-7323	TAX-714 // TAX-511145 // TAX-287 // TAX-127906 // TAX-633	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	PWY-7323	TAX-2 // TAX-2157	
PWY-5121	TAX-4072 // TAX-3055 // TAX-511145 // TAX-3981 // ORG-5993	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	PWY-5121	TAX-2 // TAX-33090	GGPP biosynthesis II (plastidic)
PWY-5910	TAX-9606 // TAX-4932 // ORG-5993	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5910	TAX-2759 // TAX-2	GGPP biosynthesis
PWY-5052	TAX-3661 // TAX-4530 // TAX-3886 // TAX-3888 // TAX-3562 // TAX-4565 // ORG-5993	superpathway of gibberellin biosynthesis	PWY-5052	TAX-5506 // TAX-396 // TAX-192 // TAX-193 // TAX-434 // TAX-49222 // TAX-55067 // TAX-131221	
PWY-5053	TAX-3661 // TAX-5127 // TAX-3981 // TAX-4530 // TAX-3886 // TAX-3888 // TAX-3562 // TAX-4565 // ORG-5993	superpathway of gibberellin GA<sub>12</sub> biosynthesis	PWY-5053	TAX-33090 // TAX-4751	
PWY18C3-14	TAX-35889 // TAX-4096 // TAX-4097	superpathway of glandular trichomes produced diterpenoids (tobacco)	PWY18C3-14	TAX-4070	
PWY-6901	TAX-345219 // TAX-1398	superpathway of glucose and xylose degradation	PWY-6901	TAX-2	
GOLPDLCAT-PWY	TAX-546 // TAX-1492 // TAX-1501 // TAX-548 // TAX-573 // TAX-1580 // TAX-1581	superpathway of glycerol degradation to 1,3-propanediol	GOLPDLCAT-PWY	TAX-1224 // TAX-1239	
PWY18C3-6	TAX-267265 // TAX-4081 // TAX-4111 // TAX-4113	superpathway of glycoalkaloid metabolism (Solanaceae)	PWY18C3-6	TAX-4070	
GLYCOL-GLYOXDEG-PWY	TAX-511145 // TAX-303	superpathway of glycol metabolism and degradation	GLYCOL-GLYOXDEG-PWY	TAX-2	
GLYCOLYSIS-E-D	TAX-511145	superpathway of glycolysis and the Entner-Doudoroff pathway	GLYCOLYSIS-E-D	TAX-2759 // TAX-2	
GLYCOLYSIS-TCA-GLYOX-BYPASS	TAX-511145	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	GLYCOLYSIS-TCA-GLYOX-BYPASS	TAX-2	
PWY-7835	TAX-9606	superpathway of glycosphingolipids biosynthesis	PWY-7835	TAX-33208	
TCA-GLYOX-BYPASS	TAX-511145	superpathway of glyoxylate bypass and TCA	TCA-GLYOX-BYPASS	TAX-2157 // TAX-2	
PWY-561	ORG-5993	superpathway of glyoxylate cycle and fatty acid degradation	PWY-561	TAX-33090	
PWY-6579	TAX-511145	superpathway of guanine and guanosine salvage	PWY-6579	TAX-2157 // TAX-2	
PWY-7228	TAX-4932 // TAX-9606 // TAX-511145 // TAX-90371 // ORG-5993	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	PWY-7228	TAX-2157 // TAX-2759 // TAX-2	
PWY-6125	TAX-511145 // TAX-90371	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	PWY-6125	TAX-2	
PWY-6595	TAX-4442 // TAX-4058 // TAX-3847 // TAX-3873 // TAX-4113 // ORG-5993	superpathway of guanosine nucleotides degradation (plants)	PWY-6595	TAX-3193	
PWY-5918	TAX-511145 // TAX-3039 // TAX-4097 // TAX-43306 // TAX-90371 // TAX-4565 // ORG-5993	superpathway of heme <i>b</i> biosynthesis from glutamate	PWY-5918	TAX-33682 // TAX-2157 // TAX-3398 // TAX-1224	
PWY-5920	TAX-358 // TAX-3039 // TAX-9606 // TAX-40674 // TAX-5833 // TAX-82115 // TAX-1063 // TAX-4932	superpathway of heme <i>b</i> biosynthesis from glycine	PWY-5920	TAX-33630 // TAX-33682 // TAX-1224 // TAX-33208 // TAX-4751	
PWY0-1415	TAX-511145	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	PWY0-1415	TAX-2	
PWY-6564	TAX-9606	superpathway of heparan sulfate biosynthesis	PWY-6564	TAX-33208	
HEXITOLDEGSUPER-PWY	TAX-511145	superpathway of hexitol degradation (bacteria)	HEXITOLDEGSUPER-PWY	TAX-2763 // TAX-2	
GALACT-GLUCUROCAT-PWY	TAX-511145	superpathway of hexuronide and hexuronate degradation	GALACT-GLUCUROCAT-PWY	TAX-2	galacturonate and glucuronate catabolism // superpathway of galacturonate and glucuronate degradation
PRPP-PWY	TAX-511145	superpathway of histidine, purine, and pyrimidine biosynthesis	PRPP-PWY	TAX-2	
PWY-6751	TAX-119072	superpathway of hydrogen production	PWY-6751	TAX-2 // TAX-2157	
PWY-5478	TAX-38942 // TAX-3512 // TAX-255348 // TAX-29775	superpathway of hydrolyzable tannin biosynthesis	PWY-5478	TAX-33090	
PWY-7341	TAX-402998 // TAX-33113 // TAX-4076 // TAX-310458 // TAX-4079	superpathway of hyoscyamine (atropine) and scopolamine biosynthesis	PWY-7341	TAX-4070	
PWY-1782	TAX-4577 // ORG-5993	superpathway of indole-3-acetate conjugate biosynthesis	PWY-1782	TAX-3193	superpathway of IAA conjugation // superpathway of indole-3-acetic acid conjugate biosynthesis // superpathway of IAA conjugate biosynthesis
PWY-6371	TAX-4932	superpathway of inositol phosphate compounds	PWY-6371	TAX-2759	
PWY-3097	TAX-46348 // TAX-3827 // TAX-3847 // TAX-49827 // TAX-34305 // TAX-3870 // TAX-3879 // TAX-3893 // TAX-57577	superpathway of isoflavonoids (via naringenin)	PWY-3097	TAX-3803	
PWY-6234	TAX-49451 // ORG-5993	superpathway of jasmonoyl-amino acid conjugates biosynthesis	PWY-6234	TAX-33090	superpathway of JA-amino acid conjugate biosynthesis // superpathway of jasmonate-amino acid conjugate biosynthesis // superpathway of jasmonic acid-amino acid conjugate biosynthesis // superpathway of jasmonoyl-amino acid biosynthesis // superpathway of jasmonyl-amino acid biosynthesis
PWY-8094	TAX-130404	superpathway of kavalactone biosynthesis	PWY-8094	TAX-13215	
LPSSYN-PWY	TAX-511145	superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	LPSSYN-PWY	TAX-2	
PWY0-1061	TAX-511145	superpathway of L-alanine biosynthesis	PWY0-1061	TAX-2	
PROPFERM-PWY	TAX-28446 // TAX-907	superpathway of L-alanine fermentation (Stickland reaction)	PROPFERM-PWY	TAX-1239	propionate fermentation, nonrandomizing pathway // acrylate pathway // propionate fermentation // L-alanine fermentation to propionate and acetate // L-alanine fermentation to propanoic and acetatic acids
ORNARGDEG-PWY	TAX-511145	superpathway of L-arginine and L-ornithine degradation	ORNARGDEG-PWY	TAX-2	
ARGDEG-PWY	TAX-511145	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	ARGDEG-PWY	TAX-2	L-arginine utilization // ADC pathway
PWY0-1325	TAX-511145	superpathway of L-asparagine biosynthesis	PWY0-1325	TAX-2759 // TAX-2	
ASPASN-PWY	TAX-511145	superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY	TAX-2	Interconversion of L-aspartate and L-asparagine
PWY-5004	TAX-9606 // ORG-5993	superpathway of L-citrulline metabolism	PWY-5004	TAX-33090 // TAX-33208	
PWY-6293	TAX-4932	superpathway of L-cysteine biosynthesis (fungi)	PWY-6293	TAX-4751	
PWY-6292	TAX-9606 // TAX-10116	superpathway of L-cysteine biosynthesis (mammalian)	PWY-6292	TAX-33154 // TAX-2157 // TAX-2	
METSYN-PWY	TAX-511145	superpathway of L-homoserine and L-methionine biosynthesis	METSYN-PWY	TAX-2	
PWY-3001	TAX-1423 // TAX-511145	superpathway of L-isoleucine biosynthesis I	PWY-3001	TAX-4751 // TAX-33090 // TAX-2	
PWY-5327	TAX-358 // TAX-82374 // TAX-9913 // TAX-5482 // TAX-100174 // TAX-1550 // TAX-907340 // TAX-511145 // TAX-851 // TAX-1422 // TAX-9606 // TAX-4929 // TAX-10090 // TAX-837 // TAX-294 // TAX-303 // TAX-10116 // TAX-4932 // TAX-971 // TAX-1901 // TAX-5544 // TAX-5547 // TAX-29466 // TAX-4952 // TAX-1511 // TAX-255 // TAX-1541393 // ORG-5885 // ORG-5889 // ORG-5919 // ORG-5920	superpathway of L-lysine degradation	PWY-5327	TAX-2759 // TAX-2	
P4-PWY	TAX-511145	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	P4-PWY	TAX-2	
PWY-724	ORG-5993	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724	TAX-33090	
PWY-5345	TAX-196627 // TAX-1423 // TAX-1718 // TAX-29508 // TAX-287 // TAX-303 // TAX-4932 // TAX-92706	superpathway of L-methionine biosynthesis (by sulfhydrylation)	PWY-5345	TAX-2 // TAX-4751	
PWY-5347	TAX-511145	superpathway of L-methionine biosynthesis (transsulfuration)	PWY-5347	TAX-2	
PWY-5328	TAX-10116 // TAX-10090 // TAX-9606 // TAX-9913	superpathway of L-methionine salvage and degradation	PWY-5328	TAX-40674	
PWY-3481	TAX-4096 // TAX-4558 // TAX-3562 // TAX-4577 // ORG-5993	superpathway of L-phenylalanine and L-tyrosine biosynthesis	PWY-3481	TAX-33090	
PWY-6628	TAX-511145	superpathway of L-phenylalanine biosynthesis	PWY-6628	TAX-2	
SER-GLYSYN-PWY	TAX-511145 // TAX-3847 // TAX-9606	superpathway of L-serine and glycine biosynthesis I	SER-GLYSYN-PWY	TAX-2759 // TAX-2 // TAX-2157	
THRESYN-PWY	TAX-511145	superpathway of L-threonine biosynthesis	THRESYN-PWY	TAX-4751 // TAX-33090 // TAX-2 // TAX-2157	
THREOCAT-PWY	TAX-511145 // TAX-90371	superpathway of L-threonine metabolism	THREOCAT-PWY	TAX-2	
PWY-6629	TAX-511145	superpathway of L-tryptophan biosynthesis	PWY-6629	TAX-2	
PWY-6630	TAX-511145	superpathway of L-tyrosine biosynthesis	PWY-6630	TAX-2	
PWY2OL-4	TAX-36903 // TAX-39329 // TAX-4081	superpathway of linalool biosynthesis	PWY2OL-4	TAX-3398 // TAX-4751	
PWY-5991	TAX-4006 // TAX-34305 // TAX-3983	superpathway of linamarin and lotaustralin biosynthesis	PWY-5991	TAX-4004 // TAX-3977 // TAX-4210 // TAX-3803 // TAX-3465	
PWY-5433	TAX-4097 // TAX-4113 // TAX-4513 // TAX-4530 // TAX-3659 // TAX-4682 // TAX-4081 // ORG-5993	superpathway of lipoxygenase	PWY-5433	TAX-3193	LOX superpathway
PWY-7110	TAX-47868 // TAX-136926	superpathway of megalomicin A biosynthesis	PWY-7110	TAX-2	
PWY-6402	TAX-7957 // TAX-9031 // TAX-10036 // TAX-8355 // TAX-59768 // TAX-10116 // TAX-9986 // TAX-8022 // TAX-10090 // TAX-9606 // TAX-28377	superpathway of melatonin degradation	PWY-6402	TAX-7742	
PWY-5896	TAX-1658 // TAX-28111 // TAX-817 // TAX-28116 // TAX-818 // TAX-821 // TAX-144185 // TAX-2014 // TAX-823 // TAX-28123 // TAX-28132 // TAX-28134 // TAX-59737 // TAX-33888	superpathway of menaquinol-10 biosynthesis	PWY-5896	TAX-201174 // TAX-976	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-10 biosynthesis
PWY-5897	TAX-41986 // TAX-28111 // TAX-817 // TAX-28116 // TAX-818 // TAX-144185 // TAX-33917 // TAX-33884 // TAX-33885 // TAX-33918 // TAX-69368 // TAX-2033 // TAX-821 // TAX-28131 // TAX-28132 // TAX-28134 // TAX-839	superpathway of menaquinol-11 biosynthesis	PWY-5897	TAX-909656 // TAX-85006 // TAX-838 // TAX-816	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-11 biosynthesis
PWY-5898	TAX-41986 // TAX-33917 // TAX-33884 // TAX-33885 // TAX-33918 // TAX-69368 // TAX-2033 // TAX-83231 // TAX-28134 // TAX-839	superpathway of menaquinol-12 biosynthesis	PWY-5898	TAX-33877 // TAX-33882 // TAX-838	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-12 biosynthesis
PWY-5899	TAX-33885 // TAX-33918 // TAX-69368 // TAX-2033 // TAX-83231 // TAX-28134 // TAX-839	superpathway of menaquinol-13 biosynthesis	PWY-5899	TAX-33882 // TAX-838	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-13 biosynthesis
PWY-5850	TAX-1017 // TAX-1018 // TAX-1019 // TAX-876 // TAX-879 // TAX-881 // TAX-42858 // TAX-1296 // ORG-6033	superpathway of menaquinol-6 biosynthesis	PWY-5850	TAX-2	superpathway of menaquinone-6 biosynthesis
PWY-5840	TAX-1445 // TAX-1390 // TAX-1455 // TAX-1396 // TAX-1397 // TAX-1398 // TAX-1399 // TAX-260554 // TAX-1402 // TAX-1404 // TAX-1407 // TAX-1408 // TAX-33022 // TAX-1423 // TAX-1428 // TAX-2756 // TAX-115852 // TAX-1565 // TAX-29332 // TAX-997 // TAX-41170 // TAX-1422 // TAX-1359 // TAX-1641 // TAX-33 // TAX-2045 // TAX-28132 // TAX-1461 // TAX-51367 // TAX-2078 // TAX-1571 // TAX-1280 // TAX-29388 // TAX-29382 // TAX-1282 // TAX-1283 // TAX-1290 // TAX-29385 // TAX-1286 // TAX-1292 // TAX-2303 // TAX-271 // TAX-274	superpathway of menaquinol-7 biosynthesis	PWY-5840	TAX-2157 // TAX-2	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-7 biosynthesis
PWY-5838	TAX-648 // TAX-644 // TAX-1049 // TAX-1428 // TAX-546 // TAX-1299 // TAX-32062 // TAX-37734 // TAX-511145 // TAX-37929 // TAX-2242 // TAX-2250 // TAX-2246 // TAX-2248 // TAX-29284 // TAX-1618 // TAX-1270 // TAX-1771 // TAX-33 // TAX-37922 // TAX-554 // TAX-1373 // TAX-584 // TAX-585 // TAX-28068 // TAX-51367 // TAX-615 // TAX-1280 // TAX-271 // TAX-274 // TAX-1473 // TAX-548	superpathway of menaquinol-8 biosynthesis I	PWY-5838	TAX-183963 // TAX-2	vitamin K<sub>2</sub> biosynthesis I // superpathway of menaquinone-8 biosynthesis I
PWY-6263	TAX-1902 // TAX-100226 // TAX-274 // TAX-300852	superpathway of menaquinol-8 biosynthesis II	PWY-6263	TAX-183963 // TAX-2	vitamin K<sub>2</sub> biosynthesis II // superpathway of menaquinone-8 biosynthesis II
PWY-7992	TAX-272558 // TAX-197 // TAX-83555 // TAX-83557 // TAX-83556 // TAX-83560 // TAX-813 // TAX-210 // TAX-174 // TAX-173	superpathway of menaquinol-8 biosynthesis III	PWY-7992	TAX-2	
PWY-5845	TAX-37930 // TAX-1467 // TAX-1079 // TAX-47914 // TAX-28447 // TAX-33014 // TAX-31963 // TAX-31964 // TAX-1717 // TAX-50728 // TAX-2036 // TAX-2035 // TAX-33881 // TAX-1863 // TAX-997 // TAX-2054 // TAX-36822 // TAX-2055 // TAX-43674 // TAX-1618 // TAX-1358 // TAX-1359 // TAX-1270 // TAX-1764 // TAX-1770 // TAX-1765 // TAX-1802 // TAX-1767 // TAX-1771 // TAX-1772 // TAX-1773 // TAX-33 // TAX-28118 // TAX-1082 // TAX-1083 // TAX-28123 // TAX-28114 // TAX-1061 // TAX-2061	superpathway of menaquinol-9 biosynthesis	PWY-5845	TAX-2	vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-9 biosynthesis
PWY-6830	TAX-2214 // TAX-2208 // TAX-2210 // TAX-145262	superpathway of methanogenesis	PWY-6830	TAX-28890	
METHGLYUT-PWY	TAX-511145	superpathway of methylglyoxal degradation	METHGLYUT-PWY	TAX-2	
PWY18C3-25	TAX-4097 // TAX-4081 // TAX-4113	superpathway of methylsalicylate metabolism	PWY18C3-25	TAX-3398	
PWY-6516	TAX-62977 // TAX-358 // TAX-176299 // TAX-63363 // TAX-5061 // TAX-1423 // TAX-1488 // TAX-1299 // TAX-80866 // TAX-198628 // TAX-162425 // TAX-556 // TAX-511145 // TAX-727 // TAX-554 // TAX-287 // TAX-303 // TAX-306 // TAX-317 // TAX-51453 // ORG-6133	superpathway of microbial D-galacturonate and D-glucuronate degradation	PWY-6516	TAX-4751 // TAX-2	
PWY-6113	TAX-83332	superpathway of mycolate biosynthesis	PWY-6113	TAX-1762	
PWY-6404	TAX-1764 // TAX-1769 // TAX-1773 // TAX-83332 // TAX-1772	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	PWY-6404	TAX-1762	
GLCMANNANAUT-PWY	TAX-1502 // TAX-195102 // TAX-511145 // ORG-6268	superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation	GLCMANNANAUT-PWY	TAX-2	N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminic acid dissimilation
P441-PWY	TAX-195102 // TAX-46125 // TAX-1502 // TAX-511145 // TAX-1328 // TAX-76860 // TAX-1302 // TAX-1338 // TAX-28037 // TAX-1303 // TAX-1305 // ORG-6268	superpathway of <i>N</i>-acetylneuraminate degradation	P441-PWY	TAX-2	<i>N</i>-acetylneuraminate catabolism // sialic acid degradation
PWY-3502	TAX-4932	superpathway of NAD biosynthesis in eukaryotes	PWY-3502	TAX-2759	
PWY-7245	TAX-4932	superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	PWY-7245	TAX-4751	
PWY-7021	TAX-1906	superpathway of neomycin biosynthesis	PWY-7021	TAX-2	
PWY-5062	TAX-86668 // TAX-1528 // TAX-294 // TAX-303	superpathway of nicotinate degradation	PWY-5062	TAX-2	
PWY-7342	TAX-49451 // TAX-4097	superpathway of nicotine biosynthesis	PWY-7342	TAX-4070	
PWY-8369	TAX-65497	superpathway of novobiocin biosynthesis	PWY-8369	TAX-201174	
PWY-5424	TAX-3339 // TAX-3352 // TAX-3329 // TAX-46611	superpathway of oleoresin turpentine biosynthesis	PWY-5424	TAX-3313	
ORNDEG-PWY	TAX-511145	superpathway of ornithine degradation	ORNDEG-PWY	TAX-2	
PWY-5634	TAX-5044 // TAX-1913 // TAX-162425 // TAX-5076 // TAX-1901	superpathway of penicillin, cephalosporin and cephamycin biosynthesis	PWY-5634	TAX-4751 // TAX-2	
PWY-5257	TAX-5061 // TAX-5062 // TAX-192 // TAX-190650 // TAX-548 // TAX-37762 // TAX-498388 // TAX-511145 // TAX-2238 // TAX-2246 // TAX-964 // TAX-51453 // TAX-573 // TAX-582 // TAX-304 // TAX-5076 // TAX-588 // TAX-294 // TAX-615 // TAX-382 // TAX-2287	superpathway of pentose and pentitol degradation	PWY-5257	TAX-2157 // TAX-4751 // TAX-2	
PWY-6071	TAX-511145	superpathway of phenylethylamine degradation	PWY-6071	TAX-2	
PWY4FS-5	TAX-4039 // TAX-3847 // TAX-89585 // TAX-4146 // ORG-5993	superpathway of phosphatidylcholine biosynthesis	PWY4FS-5	TAX-33090	
PHOSLIPSYN2-PWY	TAX-3847 // TAX-28973 // TAX-3888 // TAX-3988 // TAX-4565 // TAX-3916 // ORG-5993	superpathway of phospholipid biosynthesis II (plants)	PHOSLIPSYN2-PWY	TAX-33090	phosphoglyceride biosynthesis
PHOSLIPSYN-PWY	TAX-511145	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	PHOSLIPSYN-PWY	TAX-91347	
PWY-7731	TAX-3088 // TAX-3055	superpathway of photosynthetic hydrogen production	PWY-7731	TAX-3041 // TAX-1117	photosynthetic hydrogen generation
PWY-5863	TAX-4058 // TAX-254777 // TAX-32046 // TAX-32049 // TAX-1148 // ORG-5993	superpathway of phylloquinol biosynthesis	PWY-5863	TAX-33090 // TAX-1117	superpathway of phylloquinone biosynthesis
PWY-5864	TAX-3562 // ORG-5993	superpathway of plastoquinol biosynthesis	PWY-5864	TAX-2870 // TAX-2763 // TAX-33090	superpathway of plastoquinone biosynthesis
POLYAMSYN-PWY	TAX-511145	superpathway of polyamine biosynthesis I	POLYAMSYN-PWY	TAX-2	spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis
POLYAMINSYN3-PWY	TAX-9913 // TAX-9606 // TAX-4097 // TAX-287 // ORG-5993	superpathway of polyamine biosynthesis II	POLYAMINSYN3-PWY	TAX-2759 // TAX-2	polyamn
PWY-6565	TAX-216895 // TAX-1219076 // TAX-672 // TAX-670 // TAX-663 // TAX-666	superpathway of polyamine biosynthesis III	PWY-6565	TAX-641	
PWY-7933	TAX-717774 // TAX-1353533 // TAX-1315281	superpathway of polybrominated aromatic compound biosynthesis	PWY-7933	TAX-2	
PWY-7149	TAX-36749	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)	PWY-7149	TAX-91827	
PWY-2055	TAX-46348 // TAX-3827 // TAX-3847 // TAX-49827 // TAX-34305 // TAX-3879 // TAX-3885 // TAX-3893	superpathway of pterocarpan biosynthesis (via daidzein)	PWY-2055	TAX-3803	
PWY-2229	TAX-3827 // TAX-3847 // TAX-46348 // TAX-49827 // TAX-34305 // TAX-3879 // TAX-3880 // TAX-3885 // TAX-3888 // TAX-3893	superpathway of pterocarpan biosynthesis (via formononetin)	PWY-2229	TAX-3803	
PWY0-1297	TAX-511145	superpathway of purine deoxyribonucleosides degradation	PWY0-1297	TAX-2	
PWY66-409	TAX-9606	superpathway of purine nucleotide salvage	PWY66-409	TAX-40674 // TAX-2759	
PWY-841	TAX-4932 // TAX-9606 // ORG-5993	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-841	TAX-2157 // TAX-2 // TAX-2759	purine biosynthesis 2
DENOVOPURINE2-PWY	TAX-511145 // TAX-90371	superpathway of purine nucleotides <i>de novo</i> biosynthesis II	DENOVOPURINE2-PWY	TAX-2	
P165-PWY	TAX-4442 // TAX-4058 // TAX-3055 // TAX-3827 // TAX-3847 // TAX-3873 // TAX-4113 // ORG-5993	superpathway of purines degradation in plants	P165-PWY	TAX-33090	
PWY-6305	TAX-4498 // TAX-3707 // TAX-4072 // TAX-4076 // TAX-3570 // TAX-3847 // TAX-3750 // TAX-4097 // TAX-4530 // TAX-3888 // TAX-4081 // TAX-3641 // ORG-5993	superpathway of putrescine biosynthesis	PWY-6305	TAX-33090	putrescine biosynthesis in plants // ODC and ADC putrescine biosynthesis
PWY0-845	TAX-511145	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	PWY0-845	TAX-2	vitamin B<sub>6</sub> biosynthesis and salvage
PWY-7200	TAX-1392 // TAX-224308 // TAX-9606 // TAX-2190 // TAX-83332 // ORG-5993	superpathway of pyrimidine deoxyribonucleoside salvage	PWY-7200	TAX-2759 // TAX-2 // TAX-2157	
PWY0-1298	TAX-511145	superpathway of pyrimidine deoxyribonucleosides degradation	PWY0-1298	TAX-2	
PWY-7211	TAX-511145 // TAX-9606 // TAX-3888 // TAX-4932 // ORG-5993	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7211	TAX-2759 // TAX-2 // TAX-2157	
PWY0-166	TAX-511145 // TAX-1773 // TAX-83332 // TAX-90371	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	PWY0-166	TAX-2157 // TAX-2	
PWY-7208	TAX-511145 // TAX-4932 // ORG-5993	superpathway of pyrimidine nucleobases salvage	PWY-7208	TAX-4751 // TAX-33090 // TAX-2 // TAX-2157	
PWY-7209	TAX-224308 // TAX-51101 // TAX-37762 // TAX-1422 // TAX-9606 // TAX-10116	superpathway of pyrimidine ribonucleosides degradation	PWY-7209	TAX-33208 // TAX-2 // TAX-2157	
PWY-7196	TAX-511145 // TAX-4932 // ORG-5993	superpathway of pyrimidine ribonucleosides salvage	PWY-7196	TAX-2157 // TAX-4751 // TAX-2 // TAX-33090	
PWY0-162	TAX-511145 // TAX-9606 // ORG-5993	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis	PWY0-162	TAX-2759 // TAX-2	pyrimidine biosynthesis
PWY-6662	TAX-57975 // TAX-208964 // TAX-652611 // TAX-287	superpathway of quinolone and alkylquinolone biosynthesis	PWY-6662	TAX-2	
PWY-5993	TAX-33910 // TAX-749927	superpathway of rifamycin B biosynthesis	PWY-5993	TAX-201174	
PWY-7609	TAX-5076	superpathway of roquefortine, meleagrin and neoxaline biosynthesis	PWY-7609	TAX-4751	
PWY-5071	TAX-89630 // TAX-34254 // TAX-3583 // TAX-4142	superpathway of rosmarinic acid biosynthesis	PWY-5071	TAX-58023	
MET-SAM-PWY	TAX-511145	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	MET-SAM-PWY	TAX-2	
PWY-6182	TAX-395598	superpathway of salicylate degradation	PWY-6182	TAX-2	
PWY-7186	TAX-4097 // TAX-3983	superpathway of scopolin and esculin biosynthesis	PWY-7186	TAX-58023	post-harvest physiological deterioration hydroxycoumarin and hydrocycoumarin glucoside biosynthesis // PPD hydroxycoumarin and hydrocycoumarin glucoside biosynthesis
