Dataset,Module,Feature.X,Feature.Y,Spearman rho,Spearman p-value,Spearman FDR
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,P__PWY.5121,0.4452675318369322,1.0463878652444691e-9,6.487604764515709e-9
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,P__PWY.622,0.3762363287328767,3.9482825586745207e-7,1.76427761180411e-6
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,P__PWY.7209,0.5332150061912226,5.995204332975845e-14,5.610606319162301e-13
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,P__PWY.7560,0.4429165551938696,1.3101577600593828e-9,7.829376493848841e-9
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__.Clostridium..innocuum,0.08375252575409999,0.27611502563833046,0.35026356193506886
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Bifidobacterium.bifidum,0.09273086768087237,0.227693961820147,0.29956553067053826
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Bifidobacterium.longum,0.3181412390831855,2.2309591899638548e-5,7.847913178879943e-5
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Bifidobacterium.pseudocatenulatum,0.4766869798274152,4.376188300625472e-11,3.0571681649439916e-10
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Eggerthella.lenta,0.23566562726393728,0.0019160287219759375,0.00459106399082157
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Hungatella.hathewayi,0.08904709621832285,0.24678099486852023,0.32042767920101056
"Schizofrenia (Zhu, 2020)",module1,T__Dorea.formicigenerans,T__Ruthenibacterium.lactatiformans,0.14611997866158175,0.05652057254381693,0.0881578741563937
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__DAPLYSINESYN.PWY,0.05230640006506984,0.4968569639998177,0.5731187305672316
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__NONMEVIPP.PWY,0.1819989473690453,0.01719920118195617,0.03426025616967976
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__P124.PWY,0.1759179727013471,0.021361584293582814,0.03983212710382359
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__PWY.5121,0.24039595988980117,0.0015396531347580122,0.0038627809227965324
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__PWY.622,0.1637776544107296,0.032319494335518506,0.055923521329310215
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__PWY.7209,0.16210729718643624,0.03414869372168905,0.05840604167571645
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,P__PWY.7560,0.16479597818820962,0.031245684581248767,0.05443274086166978
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__.Clostridium..innocuum,0.47120939811955087,7.791500777898364e-11,5.222411332212957e-10
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Bifidobacterium.bifidum,-0.03515702416286859,0.6480255070195726,0.7174568113430984
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Bifidobacterium.longum,0.26978373547368384,3.5916542817471253e-4,0.0010297459674835688
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Bifidobacterium.pseudocatenulatum,0.26230064132428615,5.287494815866545e-4,0.0014733693419493293
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Dorea.formicigenerans,0.23566562726393728,0.0019160287219759375,0.00459106399082157
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Hungatella.hathewayi,0.49552561196223827,5.5564441936439835e-12,4.306244250074087e-11
"Schizofrenia (Zhu, 2020)",module1,T__Eggerthella.lenta,T__Ruthenibacterium.lactatiformans,0.36579485756132474,8.659109853592639e-7,3.834748649448169e-6
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__DAPLYSINESYN.PWY,0.0879609558704963,0.25261488626384265,0.3254467106152362
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__NONMEVIPP.PWY,0.15221689623416218,0.046867942598090906,0.07523139006036599
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__P124.PWY,0.18091120495841084,0.017887333163805197,0.0348822630274878
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__PWY.5121,0.1859799395596463,0.014873197157417195,0.030234040123274297
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__PWY.622,0.14933392969149328,0.051245684845878214,0.08120721943627986
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__PWY.7209,0.14561962345261226,0.05738072852777254,0.08894012921804743
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,P__PWY.7560,0.14585016822930277,0.056983070221264365,0.08860063582992829
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__.Clostridium..innocuum,0.44453479564711934,1.1225389506819283e-9,6.8738187597313135e-9
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Bifidobacterium.bifidum,-2.175273092966745e-5,0.9997747033406026,0.9997747033406026
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Bifidobacterium.longum,0.23905895203002042,0.0016385319650331631,0.0040635592732822445
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Bifidobacterium.pseudocatenulatum,0.170332366154107,0.0259238849438721,0.046927908511534895
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Dorea.formicigenerans,0.08904709621832285,0.24678099486852023,0.32042767920101056
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Eggerthella.lenta,0.49552561196223827,5.5564441936439835e-12,4.306244250074087e-11
"Schizofrenia (Zhu, 2020)",module1,T__Hungatella.hathewayi,T__Ruthenibacterium.lactatiformans,0.5166674787735608,4.694022948115162e-13,4.0141989349398625e-12
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__DAPLYSINESYN.PWY,0.036796258962569044,0.6327881831554625,0.7037285624329808
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__NONMEVIPP.PWY,0.13684366914463414,0.07430290508713022,0.11167951794914117
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__P124.PWY,0.18038756764152827,0.01822703769935341,0.03531488554249723
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__PWY.5121,0.18861537439515824,0.013488959345062446,0.02787718264646239
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__PWY.622,0.14089792605758292,0.06604086020116728,0.10078851279931991
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__PWY.7209,0.16374076660656875,0.032358973027242,0.055923521329310215
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,P__PWY.7560,0.11027071086798616,0.15106420590220693,0.20929565957400736
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__.Clostridium..innocuum,0.28562108862303476,1.526134472618068e-4,4.532710768973424e-4
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Bifidobacterium.bifidum,-0.00455464935411809,0.9528539607305473,0.9664939969782238
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Bifidobacterium.longum,0.10471925635379077,0.17285451747324032,0.2362310913361881
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Bifidobacterium.pseudocatenulatum,0.22491022267027974,0.0031014685977943657,0.007121890854194469
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Dorea.formicigenerans,0.14611997866158175,0.05652057254381693,0.0881578741563937
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Eggerthella.lenta,0.36579485756132474,8.659109853592639e-7,3.834748649448169e-6
"Schizofrenia (Zhu, 2020)",module1,T__Ruthenibacterium.lactatiformans,T__Hungatella.hathewayi,0.5166674787735608,4.694022948115162e-13,4.0141989349398625e-12
"Schizofrenia (Zhu, 2020)",module2,P__FASYN.INITIAL.PWY,P__PWY.5659,0.5601363189094487,1.7763568394002505e-15,2.0490069589361027e-14
"Schizofrenia (Zhu, 2020)",module2,P__FASYN.INITIAL.PWY,T__Phocaeicola.vulgatus,0.5758537931696547,2.220446049250313e-16,2.6861981473857446e-15
"Schizofrenia (Zhu, 2020)",module2,P__FASYN.INITIAL.PWY,T__Prevotella.copri,-0.4296211851701399,4.525491537066273e-9,2.4666415410822762e-8
"Schizofrenia (Zhu, 2020)",module2,P__PWY.5659,P__FASYN.INITIAL.PWY,0.5601363189094487,1.7763568394002505e-15,2.0490069589361027e-14
"Schizofrenia (Zhu, 2020)",module2,P__PWY.5659,T__Phocaeicola.vulgatus,0.627609379124967,0,0
"Schizofrenia (Zhu, 2020)",module2,P__PWY.5659,T__Prevotella.copri,-0.5996801959747788,0,0
"Schizofrenia (Zhu, 2020)",module2,T__Phocaeicola.vulgatus,P__FASYN.INITIAL.PWY,0.5758537931696547,2.220446049250313e-16,2.6861981473857446e-15
"Schizofrenia (Zhu, 2020)",module2,T__Phocaeicola.vulgatus,P__PWY.5659,0.627609379124967,0,0
"Schizofrenia (Zhu, 2020)",module2,T__Phocaeicola.vulgatus,T__Prevotella.copri,-0.4965616554110136,4.941824727211497e-12,3.890706451899845e-11
"Schizofrenia (Zhu, 2020)",module2,T__Prevotella.copri,P__FASYN.INITIAL.PWY,-0.4296211851701399,4.525491537066273e-9,2.4666415410822762e-8
"Schizofrenia (Zhu, 2020)",module2,T__Prevotella.copri,P__PWY.5659,-0.5996801959747788,0,0
"Schizofrenia (Zhu, 2020)",module2,T__Prevotella.copri,T__Phocaeicola.vulgatus,-0.4965616554110136,4.941824727211497e-12,3.890706451899845e-11
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,P__PWY.6478,0.517230012379469,4.383160501220118e-13,3.8141186115880325e-12
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,P__PWY.6572,0.704273853986134,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,P__PWY0.845,0.7265125878992968,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,T__Bacteroides.ovatus,0.7389761315767593,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,T__Bacteroides.thetaiotaomicron,0.6287833470033453,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.5941,T__Flavonifractor.plautii,0.49894368170121267,3.7689851239974814e-12,3.015188099197985e-11
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,P__PWY.5941,0.517230012379469,4.383160501220118e-13,3.8141186115880325e-12
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,P__PWY.6572,0.7038567911111985,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,P__PWY0.845,0.5243312356229635,1.8340884366807586e-13,1.684644193691956e-12
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,T__Bacteroides.ovatus,0.42097813147240715,9.84838566253643e-9,5.196594987891562e-8
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,T__Bacteroides.thetaiotaomicron,0.7465747481616503,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6478,T__Flavonifractor.plautii,0.4142244315091315,1.7811586872085172e-8,8.923784937933582e-8
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,P__PWY.5941,0.704273853986134,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,P__PWY.6478,0.7038567911111985,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,P__PWY0.845,0.6093712776291266,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,T__Bacteroides.ovatus,0.5559582912939505,2.886579864025407e-15,3.253962755810459e-14
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,T__Bacteroides.thetaiotaomicron,0.8786611074272213,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY.6572,T__Flavonifractor.plautii,0.42972050319603045,4.484662863291078e-9,2.4666415410822762e-8
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,P__PWY.5941,0.7265125878992968,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,P__PWY.6478,0.5243312356229635,1.8340884366807586e-13,1.684644193691956e-12
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,P__PWY.6572,0.6093712776291266,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,T__Bacteroides.ovatus,0.6621179003276567,0,0
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,T__Bacteroides.thetaiotaomicron,0.5370164260785436,3.68594044175552e-14,3.5847577629622306e-13
"Schizofrenia (Zhu, 2020)",module3,P__PWY0.845,T__Flavonifractor.plautii,0.5450316011412135,1.2878587085651816e-14,1.2775558388966602e-13
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,P__PWY.5941,0.7389761315767593,0,0
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,P__PWY.6478,0.42097813147240715,9.84838566253643e-9,5.196594987891562e-8
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,P__PWY.6572,0.5559582912939505,2.886579864025407e-15,3.253962755810459e-14
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,P__PWY0.845,0.6621179003276567,0,0
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,T__Bacteroides.thetaiotaomicron,0.5458486882289201,1.1546319456101628e-14,1.168770295964573e-13
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.ovatus,T__Flavonifractor.plautii,0.44176678942304387,1.461506693445358e-9,8.629849047010686e-9
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,P__PWY.5941,0.6287833470033453,0,0
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,P__PWY.6478,0.7465747481616503,0,0
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,P__PWY.6572,0.8786611074272213,0,0
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,P__PWY0.845,0.5370164260785436,3.68594044175552e-14,3.5847577629622306e-13
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,T__Bacteroides.ovatus,0.5458486882289201,1.1546319456101628e-14,1.168770295964573e-13
"Schizofrenia (Zhu, 2020)",module3,T__Bacteroides.thetaiotaomicron,T__Flavonifractor.plautii,0.41463427215125537,1.718888076318592e-8,8.699678427081854e-8
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,P__PWY.5941,0.49894368170121267,3.7689851239974814e-12,3.015188099197985e-11
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,P__PWY.6478,0.4142244315091315,1.7811586872085172e-8,8.923784937933582e-8
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,P__PWY.6572,0.42972050319603045,4.484662863291078e-9,2.4666415410822762e-8
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,P__PWY0.845,0.5450316011412135,1.2878587085651816e-14,1.2775558388966602e-13
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,T__Bacteroides.ovatus,0.44176678942304387,1.461506693445358e-9,8.629849047010686e-9
"Schizofrenia (Zhu, 2020)",module3,T__Flavonifractor.plautii,T__Bacteroides.thetaiotaomicron,0.41463427215125537,1.718888076318592e-8,8.699678427081854e-8
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,P__ARGSYNBSUB.PWY,0.9694939543215405,0,0
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,P__PWY.4981,0.39711239837179346,5.29605477250783e-8,2.569683380743444e-7
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,P__PWY0.1296,0.71064039408867,0,0
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,P__PYRIDNUCSYN.PWY,-0.3187035378414689,1.719854099824225e-5,5.950550050024745e-5
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,T__Firmicutes.bacterium.CAG.110,0.5056261620135409,9.547918011776346e-13,1.0301701012706057e-11
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,T__Oscillibacter.sp..57_20,0.4711725882999725,4.6812997922529576e-11,3.521711770318739e-10
"STH (Rubel, 2020)",module4,P__ARGSYN.PWY_Cluster112,T__Oscillibacter.sp..CAG.241,0.42306027753198966,5.454541707194949e-9,3.0426695237414e-8
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,P__ARGSYN.PWY_Cluster112,0.9694939543215405,0,0
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,P__PWY.4981,0.41427096791632717,1.2039009122943867e-8,6.287890115168134e-8
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,P__PWY0.1296,0.7417733990147783,0,0
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,P__PYRIDNUCSYN.PWY,-0.3739923869234214,3.4283666749956865e-7,1.5033479537414239e-6
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,T__Firmicutes.bacterium.CAG.110,0.488619809414644,6.884715020305521e-12,6.415302632557417e-11
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,T__Oscillibacter.sp..57_20,0.45601576364218543,2.2719559567008218e-10,1.4904031075957391e-9
"STH (Rubel, 2020)",module4,P__ARGSYNBSUB.PWY,T__Oscillibacter.sp..CAG.241,0.402384331913987,3.389447922330646e-8,1.6743056001874278e-7
"STH (Rubel, 2020)",module4,P__PWY.4981,P__ARGSYN.PWY_Cluster112,0.39711239837179346,5.29605477250783e-8,2.569683380743444e-7
"STH (Rubel, 2020)",module4,P__PWY.4981,P__ARGSYNBSUB.PWY,0.41427096791632717,1.2039009122943867e-8,6.287890115168134e-8
"STH (Rubel, 2020)",module4,P__PWY.4981,P__PWY0.1296,0.4220990194793821,5.954486237413903e-9,3.2991072396482435e-8
"STH (Rubel, 2020)",module4,P__PWY.4981,P__PYRIDNUCSYN.PWY,-0.32083143939050285,1.499405107230345e-5,5.2543255894396705e-5
"STH (Rubel, 2020)",module4,P__PWY.4981,T__Firmicutes.bacterium.CAG.110,0.47772987958539387,2.3066881738031952e-11,1.818734906267904e-10
"STH (Rubel, 2020)",module4,P__PWY.4981,T__Oscillibacter.sp..57_20,0.6044852568292021,0,0
"STH (Rubel, 2020)",module4,P__PWY.4981,T__Oscillibacter.sp..CAG.241,0.5622034573976732,4.440892098500626e-16,6.278502622018126e-15
"STH (Rubel, 2020)",module4,P__PWY0.1296,P__ARGSYN.PWY_Cluster112,0.71064039408867,0,0
"STH (Rubel, 2020)",module4,P__PWY0.1296,P__ARGSYNBSUB.PWY,0.7417733990147783,0,0
"STH (Rubel, 2020)",module4,P__PWY0.1296,P__PWY.4981,0.4220990194793821,5.954486237413903e-9,3.2991072396482435e-8
"STH (Rubel, 2020)",module4,P__PWY0.1296,P__PYRIDNUCSYN.PWY,-0.4388423645320197,1.2419807404739913e-9,7.488413288152006e-9
"STH (Rubel, 2020)",module4,P__PWY0.1296,T__Firmicutes.bacterium.CAG.110,0.49134858625598177,5.051070672834612e-12,4.93080708538617e-11
"STH (Rubel, 2020)",module4,P__PWY0.1296,T__Oscillibacter.sp..57_20,0.39424761670801717,6.727771406644933e-8,3.2261827797946465e-7
"STH (Rubel, 2020)",module4,P__PWY0.1296,T__Oscillibacter.sp..CAG.241,0.3438107022963669,3.186814769851054e-6,1.2154363308269137e-5
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,P__ARGSYN.PWY_Cluster112,-0.3187035378414689,1.719854099824225e-5,5.950550050024745e-5
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,P__ARGSYNBSUB.PWY,-0.3739923869234214,3.4283666749956865e-7,1.5033479537414239e-6
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,P__PWY.4981,-0.32083143939050285,1.499405107230345e-5,5.2543255894396705e-5
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,P__PWY0.1296,-0.4388423645320197,1.2419807404739913e-9,7.488413288152006e-9
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,T__Firmicutes.bacterium.CAG.110,-0.2829926411169638,1.4783483895763894e-4,4.5573145844084184e-4
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,T__Oscillibacter.sp..57_20,-0.19447936900981497,0.009909973559597773,0.021052275437487496
"STH (Rubel, 2020)",module4,P__PYRIDNUCSYN.PWY,T__Oscillibacter.sp..CAG.241,-0.22028610034639426,0.0033972863290470112,0.008098182528542294
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,P__ARGSYN.PWY_Cluster112,0.5056261620135409,9.547918011776346e-13,1.0301701012706057e-11
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,P__ARGSYNBSUB.PWY,0.488619809414644,6.884715020305521e-12,6.415302632557417e-11
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,P__PWY.4981,0.47772987958539387,2.3066881738031952e-11,1.818734906267904e-10
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,P__PWY0.1296,0.49134858625598177,5.051070672834612e-12,4.93080708538617e-11
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,P__PYRIDNUCSYN.PWY,-0.2829926411169638,1.4783483895763894e-4,4.5573145844084184e-4
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,T__Oscillibacter.sp..57_20,0.5527072574614891,2.220446049250313e-15,2.9848619022709125e-14
"STH (Rubel, 2020)",module4,T__Firmicutes.bacterium.CAG.110,T__Oscillibacter.sp..CAG.241,0.5651399585410699,4.440892098500626e-16,6.278502622018126e-15
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,P__ARGSYN.PWY_Cluster112,0.4711725882999725,4.6812997922529576e-11,3.521711770318739e-10
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,P__ARGSYNBSUB.PWY,0.45601576364218543,2.2719559567008218e-10,1.4904031075957391e-9
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,P__PWY.4981,0.6044852568292021,0,0
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,P__PWY0.1296,0.39424761670801717,6.727771406644933e-8,3.2261827797946465e-7
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,P__PYRIDNUCSYN.PWY,-0.19447936900981497,0.009909973559597773,0.021052275437487496
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,T__Firmicutes.bacterium.CAG.110,0.5527072574614891,2.220446049250313e-15,2.9848619022709125e-14
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..57_20,T__Oscillibacter.sp..CAG.241,0.5903203747248739,0,0
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,P__ARGSYN.PWY_Cluster112,0.42306027753198966,5.454541707194949e-9,3.0426695237414e-8
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,P__ARGSYNBSUB.PWY,0.402384331913987,3.389447922330646e-8,1.6743056001874278e-7
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,P__PWY.4981,0.5622034573976732,4.440892098500626e-16,6.278502622018126e-15
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,P__PWY0.1296,0.3438107022963669,3.186814769851054e-6,1.2154363308269137e-5
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,P__PYRIDNUCSYN.PWY,-0.22028610034639426,0.0033972863290470112,0.008098182528542294
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,T__Firmicutes.bacterium.CAG.110,0.5651399585410699,4.440892098500626e-16,6.278502622018126e-15
"STH (Rubel, 2020)",module4,T__Oscillibacter.sp..CAG.241,T__Oscillibacter.sp..57_20,0.5903203747248739,0,0
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__PENTOSE.P.PWY,0.632642341413665,0,0
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__PWY.2941,0.435962733361571,1.6362302623917913e-9,9.72252764609615e-9
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__PWY.5659,0.6042454097626512,0,0
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__PWY.5941,0.48471012184613593,1.0679013229264456e-11,9.518250921735711e-11
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__PWY.7323,0.6278145991939096,0,0
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,P__TEICHOICACID.PWY,0.46579086324098057,8.27589108354232e-11,5.901070163917132e-10
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Alistipes.putredinis,0.4681921514841402,6.425948662069914e-11,4.704712413301187e-10
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Alistipes.shahii,0.27782999875689357,1.9720906575848574e-4,5.945273305954349e-4
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Bacteroides.thetaiotaomicron,0.42318344252531404,5.393487878535552e-9,3.035552241838042e-8
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Bacteroides.uniformis,0.4893366353312213,6.348255254806645e-12,5.983412998783275e-11
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Bacteroides.xylanisolvens,0.3512899203232215,1.8733403968074214e-6,7.385284256644642e-6
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Fusicatenibacter.saccharivorans,0.3225789371239734,1.3386234844370293e-5,4.731341626027431e-5
"STH (Rubel, 2020)",module2,P__COBALSYN.PWY,T__Phocaeicola.vulgatus,0.4512940999317981,3.6587577412205974e-10,2.3257219750394494e-9
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__COBALSYN.PWY,0.632642341413665,0,0
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__PWY.2941,0.4627711083608553,1.1344547523606252e-10,7.950879460988998e-10
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__PWY.5659,0.4388549474829469,1.2404783866770686e-9,7.488413288152006e-9
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__PWY.5941,0.620233524696244,0,0
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__PWY.7323,0.5817329006327329,0,0
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,P__TEICHOICACID.PWY,0.47446331734863084,3.2879476918878936e-11,2.528516129599683e-10
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,T__Alistipes.putredinis,0.4972398921418056,2.5637270084644115e-12,2.5637270084644115e-11
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,T__Alistipes.shahii,0.3427415487636491,3.434457009010572e-6,1.303821642309569e-5
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,T__Bacteroides.thetaiotaomicron,0.5271303418201546,6.661338147750939e-14,7.803281830222529e-13
"STH (Rubel, 2020)",module2,P__PENTOSE.P.PWY,T__Bacteroides.uniformis,0.5082792149804582,6.945555242054979e-13,7.696426079033896e-12
